SampleDate,N1,N2
12/10/2021,0.6712319571,0.5956084938
14/10/2021,0.6838535331,0.6152080968
19/10/2021,0.6668616352,0.6299077991
21/10/2021,0.6805757917,0.6614550571
26/10/2021,0.6703389279,0.6645930193
28/10/2021,0.6831837613,0.666946491
02/11/2021,0.6928173863,0.6687115947
04/11/2021,0.7265006851,0.7170159838
09/11/2021,0.7253050791,0.7062637143
10/11/2021,0.7244083747,0.6981995122
16/11/2021,0.7442583276,0.7126738419
18/11/2021,0.7442583276,0.7126738419
23/11/2021,0.7373229226,0.7007763231
30/11/2021,0.7334217573,0.6940839688
02/12/2021,0.7304958833,0.6890647031
07/12/2021,0.7488239591,0.7058227351
09/12/2021,0.7420475346,0.6978687778
14/12/2021,0.7574876976,0.7124257911
02/09/2020,0.2117290665,0.674006906
07/09/2020,0.4029750146,0.7750461247
09/09/2020,0.4453702569,0.7967668812
14/09/2020,0.4507086087,0.8298255368
16/09/2020,0.4174218031,0.8378514403
21/09/2020,0.557244567,0.7968903067
24/09/2020,0.63565356,0.7024208072
06/10/2020,0.7209183847,0.7590659812
07/10/2020,0.7211183538,0.6740525631
13/10/2020,0.6575196814,0.6102924994
14/10/2020,0.6265887651,0.5792405398
19/10/2020,0.6503711392,0.6029321313
21/10/2020,0.6212273585,0.6001783438
26/10/2020,0.7100987335,0.6823841337
28/10/2020,0.7130036155,0.6802898267
02/11/2020,0.715182277,0.6787190965
04/11/2020,0.7168162731,0.6775410489
09/11/2020,0.7817904195,0.7404061625
11/11/2020,0.8510435106,0.808077479
16/11/2020,0.946209497,0.8755990544
18/11/2020,0.9911259068,0.926240236
02/12/2020,0.9875226448,0.8631819035
09/12/2020,0.9210715489,0.7785975848
14/12/2020,0.871233227,0.7054693538
16/12/2020,0.8808350469,0.7240618219
20/12/2020,0.9048044998,0.7488386622
27/12/2020,0.8590329402,0.7674212925
04/01/2021,0.8716848318,0.7705257759
06/01/2021,0.8136707079,0.6994154971
11/01/2021,0.7642245163,0.6293147
